"long","lat","disturb","rainann","soildepth","soilfert","tempann","topo","easting","northing","plot","Species","pres.abs","id"
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Corymbia.gummifera",0,26
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Corymbia.intermedia",0,27
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Eucalyptus.blakelyi",0,28
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Eucalyptus.carnea",0,29
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Eucalyptus.fastigata",0,30
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Eucalyptus.campanulata",0,31
152.5878,-28.3333,3,1134,1059,2,165,4,-129239.344561236,6849119.44688444,4,"Eucalyptus.nova-anglica",0,32
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Angophora.costata",0,33
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Corymbia.gummifera",0,34
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Corymbia.intermedia",0,35
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Eucalyptus.blakelyi",0,36
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Eucalyptus.carnea",0,37
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Eucalyptus.fastigata",0,38
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Eucalyptus.campanulata",0,39
152.5592,-28.3395,3,1096,1009,2,163,26,-132015.495062885,6848279.81875002,5,"Eucalyptus.nova-anglica",0,40
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Angophora.costata",0,41
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Corymbia.gummifera",0,42
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Corymbia.intermedia",0,43
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Eucalyptus.blakelyi",0,44
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Eucalyptus.carnea",0,45
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Eucalyptus.fastigata",1,46
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Eucalyptus.campanulata",0,47
152.6704,-28.3542,3,1094,1039,2,169,2,-120992.981783536,6847226.83598011,6,"Eucalyptus.nova-anglica",0,48
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Angophora.costata",0,49
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Corymbia.gummifera",0,50
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Corymbia.intermedia",0,51
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Eucalyptus.blakelyi",0,52
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Eucalyptus.carnea",0,53
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Eucalyptus.fastigata",1,54
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Eucalyptus.campanulata",0,55
152.5416,-28.3674,3,1070,1000,2,166,1,-133579.811881994,6845085.28087749,7,"Eucalyptus.nova-anglica",0,56
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Angophora.costata",0,57
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Corymbia.gummifera",0,58
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Corymbia.intermedia",0,59
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Eucalyptus.blakelyi",0,60
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Eucalyptus.carnea",0,61
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Eucalyptus.fastigata",0,62
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Eucalyptus.campanulata",0,63
152.5421,-28.373,3,1098,990,4,164,16,-133497.160961716,6844465.3744131,8,"Eucalyptus.nova-anglica",0,64
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Angophora.costata",1,65
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Corymbia.gummifera",0,66
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Corymbia.intermedia",0,67
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Eucalyptus.blakelyi",0,68
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Eucalyptus.carnea",0,69
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Eucalyptus.fastigata",0,70
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Eucalyptus.campanulata",0,71
152.5324,-28.3764,3,1214,959,2,151,34,-134430.559823773,6844036.04914464,9,"Eucalyptus.nova-anglica",0,72
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Angophora.costata",0,73
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Corymbia.gummifera",0,74
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Corymbia.intermedia",0,75
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Eucalyptus.blakelyi",0,76
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Eucalyptus.carnea",0,77
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Eucalyptus.fastigata",1,78
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Eucalyptus.campanulata",1,79
153.3644,-28.3794,2,2046,1070,2,169,27,-52645.1358156842,6847823.07543545,10,"Eucalyptus.nova-anglica",0,80
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Angophora.costata",0,81
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Corymbia.gummifera",0,82
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Corymbia.intermedia",0,83
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Eucalyptus.blakelyi",0,84
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Eucalyptus.carnea",0,85
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Eucalyptus.fastigata",0,86
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Eucalyptus.campanulata",0,87
152.6958,-28.3823,3,1064,1090,2,175,4,-118331.484339987,6844234.7894403,11,"Eucalyptus.nova-anglica",0,88
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Angophora.costata",0,89
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Corymbia.gummifera",0,90
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Corymbia.intermedia",0,91
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Eucalyptus.blakelyi",0,92
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Eucalyptus.carnea",0,93
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Eucalyptus.fastigata",0,94
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Eucalyptus.campanulata",0,95
152.6764,-28.4012,2,1116,1059,2,171,4,-120127.832784655,6842033.67563699,12,"Eucalyptus.nova-anglica",0,96
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Angophora.costata",0,97
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Corymbia.gummifera",0,98
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Corymbia.intermedia",0,99
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Eucalyptus.blakelyi",0,100
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Eucalyptus.carnea",0,101
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Eucalyptus.fastigata",0,102
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Eucalyptus.campanulata",0,103
152.3395,-28.4054,3,990,1049,4,160,-1,-153220.096475403,6839774.00872042,13,"Eucalyptus.nova-anglica",0,104
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Angophora.costata",0,105
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Corymbia.gummifera",0,106
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Corymbia.intermedia",0,107
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Eucalyptus.blakelyi",0,108
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Eucalyptus.carnea",0,109
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Eucalyptus.fastigata",0,110
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Eucalyptus.campanulata",0,111
152.34,-28.4054,3,990,1049,4,160,7,-153170.938007239,6839776.73953436,14,"Eucalyptus.nova-anglica",0,112
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Angophora.costata",0,113
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Corymbia.gummifera",0,114
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Corymbia.intermedia",0,115
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Eucalyptus.blakelyi",0,116
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Eucalyptus.carnea",0,117
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Eucalyptus.fastigata",0,118
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Eucalyptus.campanulata",0,119
152.6889,-28.4091,2,1162,1029,2,172,2,-118853.078598628,6841220.26870478,15,"Eucalyptus.nova-anglica",0,120
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Angophora.costata",0,121
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Corymbia.gummifera",0,122
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Corymbia.intermedia",0,123
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Eucalyptus.blakelyi",0,124
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Eucalyptus.carnea",0,125
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Eucalyptus.fastigata",0,126
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Eucalyptus.campanulata",0,127
152.8224,-28.4105,4,1226,1070,5,183,-18,-105726.108857717,6841747.64628309,16,"Eucalyptus.nova-anglica",0,128
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Angophora.costata",0,129
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Corymbia.gummifera",0,130
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Corymbia.intermedia",0,131
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Eucalyptus.blakelyi",0,132
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Eucalyptus.carnea",0,133
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Eucalyptus.fastigata",1,134
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Eucalyptus.campanulata",0,135
152.6804,-28.4175,2,1158,1049,2,170,10,-119639.225547723,6840242.59545498,17,"Eucalyptus.nova-anglica",0,136
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Angophora.costata",0,137
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Corymbia.gummifera",0,138
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Corymbia.intermedia",0,139
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Eucalyptus.blakelyi",0,140
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Eucalyptus.carnea",0,141
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Eucalyptus.fastigata",0,142
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Eucalyptus.campanulata",0,143
152.6804,-28.4193,2,1162,1070,2,170,-13,-119628.679962354,6840042.51978772,18,"Eucalyptus.nova-anglica",0,144
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Angophora.costata",0,145
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Corymbia.gummifera",0,146
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Corymbia.intermedia",0,147
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Eucalyptus.blakelyi",0,148
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Eucalyptus.carnea",0,149
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Eucalyptus.fastigata",0,150
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Eucalyptus.campanulata",0,151
152.6789,-28.4247,2,1204,1059,2,169,-10,-119744.433286606,6839434.5215207,19,"Eucalyptus.nova-anglica",0,152
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Angophora.costata",0,153
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Corymbia.gummifera",0,154
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Corymbia.intermedia",0,155
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Eucalyptus.blakelyi",0,156
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Eucalyptus.carnea",0,157
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Eucalyptus.fastigata",1,158
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Eucalyptus.campanulata",0,159
152.6967,-28.4267,3,1196,1059,2,170,-2,-117983.686440868,6839304.31826526,20,"Eucalyptus.nova-anglica",0,160
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Angophora.costata",0,161
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Corymbia.gummifera",0,162
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Corymbia.intermedia",0,163
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Eucalyptus.blakelyi",0,164
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Eucalyptus.carnea",0,165
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Eucalyptus.fastigata",1,166
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Eucalyptus.campanulata",0,167
152.7149,-28.4347,3,1186,1029,2,176,-2,-116148.764414354,6838509.02629391,21,"Eucalyptus.nova-anglica",0,168
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Angophora.costata",0,169
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Corymbia.gummifera",0,170
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Corymbia.intermedia",0,171
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Eucalyptus.blakelyi",0,172
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Eucalyptus.carnea",0,173
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Eucalyptus.fastigata",0,174
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Eucalyptus.campanulata",0,175
152.6752,-28.4481,3,1362,1090,2,163,-7,-119970.718868127,6836814.34779482,22,"Eucalyptus.nova-anglica",0,176
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Angophora.costata",0,177
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Corymbia.gummifera",0,178
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Corymbia.intermedia",0,179
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Eucalyptus.blakelyi",0,180
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Eucalyptus.carnea",0,181
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Eucalyptus.fastigata",0,182
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Eucalyptus.campanulata",0,183
152.6619,-28.4508,3,1174,1100,2,170,-7,-121261.451188245,6836445.16347174,23,"Eucalyptus.nova-anglica",0,184
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Angophora.costata",0,185
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Corymbia.gummifera",0,186
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Corymbia.intermedia",0,187
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Eucalyptus.blakelyi",0,188
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Eucalyptus.carnea",0,189
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Eucalyptus.fastigata",0,190
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Eucalyptus.campanulata",0,191
152.667,-28.4526,2,1226,1059,2,169,-4,-120749.850098604,6836271.58788861,24,"Eucalyptus.nova-anglica",0,192
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Angophora.costata",0,193
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Corymbia.gummifera",0,194
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Corymbia.intermedia",0,195
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Eucalyptus.blakelyi",0,196
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Eucalyptus.carnea",0,197
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Eucalyptus.fastigata",1,198
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Eucalyptus.campanulata",0,199
152.6551,-28.4532,3,1180,1059,2,169,5,-121915.350824488,6836143.01846077,25,"Eucalyptus.nova-anglica",0,200
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Angophora.costata",1,201
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Corymbia.gummifera",0,202
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Corymbia.intermedia",0,203
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Eucalyptus.blakelyi",0,204
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Eucalyptus.carnea",0,205
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Eucalyptus.fastigata",0,206
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Eucalyptus.campanulata",0,207
152.6888,-28.4556,1,1500,860,2,157,9,-118590.723837967,6836051.17833373,26,"Eucalyptus.nova-anglica",0,208
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Angophora.costata",1,209
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Corymbia.gummifera",0,210
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Corymbia.intermedia",0,211
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Eucalyptus.blakelyi",0,212
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Eucalyptus.carnea",0,213
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Eucalyptus.fastigata",0,214
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Eucalyptus.campanulata",0,215
152.6351,-28.4593,3,1278,899,2,154,67,-123844.094210661,6835360.69256935,27,"Eucalyptus.nova-anglica",0,216
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Angophora.costata",0,217
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Corymbia.gummifera",0,218
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Corymbia.intermedia",0,219
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Eucalyptus.blakelyi",0,220
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Eucalyptus.carnea",0,221
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Eucalyptus.fastigata",0,222
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Eucalyptus.campanulata",0,223
152.2063,-28.4715,2,828,990,1,166,2,-165899.83133677,6831688.06133667,28,"Eucalyptus.nova-anglica",0,224
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Angophora.costata",0,225
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Corymbia.gummifera",0,226
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Corymbia.intermedia",0,227
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Eucalyptus.blakelyi",0,228
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Eucalyptus.carnea",0,229
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Eucalyptus.fastigata",0,230
152.6435,-28.4796,2,1270,1120,2,164,5,-122899.095279232,6833148.03524885,29,"Eucalyptus.campanulata",0,231
